SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
CHALET,Chalet Hotels Limited,EQ,07-FEB-2019,10.0,1.0,INE427F01016,10.0,INE427F01016,NSE_ONLY,,,,,,,,,
CHEMBOND,Chembond Material Technologies Limited,EQ,20-NOV-2019,5.0,1.0,INE995D01025,5.0,INE995D01025,NSE_ONLY,,,,,,,,,
CHEMBONDCH,Chembond Chemicals Limited,EQ,23-JUL-2025,5.0,1.0,INE0TGX01019,5.0,INE0TGX01019,NSE_ONLY,,,,,,,,,
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10.0,1.0,INE03YM01018,10.0,INE03YM01018,NSE_ONLY,,,,,,,,,
CHEMFAB,Chemfab Alkalis Limited,EQ,25-APR-2018,10.0,1.0,INE783X01023,10.0,INE783X01023,NSE_ONLY,,,,,,,,,
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-AUG-2021,5.0,1.0,INE488A01050,5.0,INE488A01050,NSE_ONLY,,,,,,,,,
CHEVIOT,Cheviot Company Limited,EQ,20-JUN-2022,10.0,1.0,INE974B01016,10.0,INE974B01016,NSE_ONLY,,,,,,,,,
CHOICEIN,Choice International Limited,EQ,08-APR-2022,10.0,1.0,INE102B01014,10.0,INE102B01014,NSE_ONLY,,,,,,,,,
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2.0,1.0,INE121A01024,2.0,INE121A01024,NSE_ONLY,,,,,,,,,
CIFL,Capital India Finance Limited,EQ,17-APR-2025,2.0,1.0,INE345H01024,2.0,INE345H01024,NSE_ONLY,,,,,,,,,
CLEAN,Clean Science and Technology Limited,EQ,19-JUL-2021,1.0,1.0,INE227W01023,1.0,INE227W01023,NSE_ONLY,,,,,,,,,
CLEDUCATE,CL Educate Limited,EQ,31-MAR-2017,5.0,1.0,INE201M01029,5.0,INE201M01029,NSE_ONLY,,,,,,,,,
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2.0,1.0,INE419D01026,2.0,INE419D01026,NSE_ONLY,,,,,,,,,
CMSINFO,CMS Info Systems Limited,EQ,31-DEC-2021,10.0,1.0,INE925R01014,10.0,INE925R01014,NSE_ONLY,,,,,,,,,
COASTCORP,Coastal Corporation Limited,BE,08-OCT-2021,2.0,1.0,INE377E01024,2.0,INE377E01024,NSE_ONLY,,,,,,,,,
COCHINSHIP,Cochin Shipyard Limited,EQ,11-AUG-2017,5.0,1.0,INE704P01025,5.0,INE704P01025,NSE_ONLY,,,,,,,,,
COFORGE,Coforge Limited,EQ,30-AUG-2004,2.0,1.0,INE591G01025,2.0,INE591G01025,NSE_ONLY,,,,,,,,,
COHANCE,Cohance Lifesciences Limited,EQ,09-MAR-2020,1.0,1.0,INE03QK01018,1.0,INE03QK01018,NSE_ONLY,,,,,,,,,
CONCOR,Container Corporation of India Limited,EQ,07-MAY-1997,5.0,1.0,INE111A01025,5.0,INE111A01025,NSE_ONLY,,,,,,,,,
CONCORDBIO,Concord Biotech Limited,EQ,18-AUG-2023,1.0,1.0,INE338H01029,1.0,INE338H01029,NSE_ONLY,,,,,,,,,
CONFIPET,Confidence Petroleum India Limited,EQ,13-JUN-2019,1.0,1.0,INE552D01024,1.0,INE552D01024,NSE_ONLY,,,,,,,,,
CPEDU,Career Point Edutech Limited,EQ,05-SEP-2025,10.0,1.0,INE0P6P01016,10.0,INE0P6P01016,NSE_ONLY,,,,,,,,,
CPPLUS,Aditya Infotech Limited,EQ,05-AUG-2025,1.0,1.0,INE819V01029,1.0,INE819V01029,NSE_ONLY,,,,,,,,,
CRAFTSMAN,Craftsman Automation Limited,EQ,25-MAR-2021,5.0,1.0,INE00LO01017,5.0,INE00LO01017,NSE_ONLY,,,,,,,,,
CRAMC,Canara Robeco Asset Management Company Limited,EQ,16-OCT-2025,10.0,1.0,INE218I01013,10.0,INE218I01013,NSE_ONLY,,,,,,,,,
CREATIVE,Creative Newtech Limited,EQ,05-AUG-2019,10.0,1.0,INE985W01018,10.0,INE985W01018,NSE_ONLY,,,,,,,,,
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10.0,1.0,INE741K01010,10.0,INE741K01010,NSE_ONLY,,,,,,,,,
CRIZAC,Crizac Limited,EQ,09-JUL-2025,2.0,1.0,INE0S4R01014,2.0,INE0S4R01014,NSE_ONLY,,,,,,,,,
CROWN,Crown Lifters Limited,EQ,08-FEB-2022,10.0,1.0,INE491V01019,10.0,INE491V01019,NSE_ONLY,,,,,,,,,
CSBBANK,CSB Bank Limited,EQ,04-DEC-2019,10.0,1.0,INE679A01013,10.0,INE679A01013,NSE_ONLY,,,,,,,,,
CUPID,Cupid Limited,EQ,16-SEP-2016,1.0,1.0,INE509F01029,1.0,INE509F01029,NSE_ONLY,,,,,,,,,
CURAA,Cura Technologies Limited,BE,21-MAR-2025,10.0,1.0,INE117B01020,10.0,INE117B01020,NSE_ONLY,,,,,,,,,
CYIENTDLM,Cyient DLM Limited,EQ,10-JUL-2023,10.0,1.0,INE055S01018,10.0,INE055S01018,NSE_ONLY,,,,,,,,,
DALBHARAT,Dalmia Bharat Limited,EQ,22-JAN-2019,2.0,1.0,INE00R701025,2.0,INE00R701025,NSE_ONLY,,,,,,,,,
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-DEC-2024,2.0,1.0,INE284H01025,2.0,INE284H01025,NSE_ONLY,,,,,,,,,
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5.0,1.0,INE497D01022,5.0,INE497D01022,NSE_ONLY,,,,,,,,,
DANGEE,Dangee Dums Limited,EQ,13-NOV-2020,1.0,1.0,INE688Y01022,1.0,INE688Y01022,NSE_ONLY,,,,,,,,,
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2.0,1.0,INE0IX101010,2.0,INE0IX101010,NSE_ONLY,,,,,,,,,
DAVANGERE,Davangere Sugar Company Limited,EQ,25-JAN-2024,1.0,1.0,INE179G01029,1.0,INE179G01029,NSE_ONLY,,,,,,,,,
DBEIL,Deepak Builders & Engineers India Limited,EQ,28-OCT-2024,10.0,1.0,INE0OPA01019,10.0,INE0OPA01019,NSE_ONLY,,,,,,,,,
DBOL,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10.0,1.0,INE0I3401014,10.0,INE0I3401014,NSE_ONLY,,,,,,,,,
DCI,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10.0,1.0,INE0A1101019,10.0,INE0A1101019,NSE_ONLY,,,,,,,,,
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10.0,1.0,INE08KP01019,10.0,INE08KP01019,NSE_ONLY,,,,,,,,,
DCMSRIND,DCM Shriram Industries Limited,EQ,24-DEC-2021,2.0,1.0,INE843D01027,2.0,INE843D01027,NSE_ONLY,,,,,,,,,
DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2.0,1.0,INE0KL801015,2.0,INE0KL801015,NSE_ONLY,,,,,,,,,
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-JAN-2025,1.0,1.0,INE0HR601026,1.0,INE0HR601026,NSE_ONLY,,,,,,,,,
DEEDEV,DEE Development Engineers Limited,EQ,26-JUN-2024,10.0,1.0,INE841L01016,10.0,INE841L01016,NSE_ONLY,,,,,,,,,
DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,5.0,1.0,INE0FHS01024,5.0,INE0FHS01024,NSE_ONLY,,,,,,,,,
DELHIVERY,Delhivery Limited,EQ,24-MAY-2022,1.0,1.0,INE148O01028,1.0,INE148O01028,NSE_ONLY,,,,,,,,,
DENTA,Denta Water and Infra Solutions Limited,EQ,29-JAN-2025,10.0,1.0,INE0R4L01018,10.0,INE0R4L01018,NSE_ONLY,,,,,,,,,
DEVIT,Dev Information Technology Limited,EQ,15-FEB-2022,2.0,1.0,INE060X01034,2.0,INE060X01034,NSE_ONLY,,,,,,,,,
DEVX,Dev Accelerator Limited,EQ,17-SEP-2025,2.0,1.0,INE0VOV01021,2.0,INE0VOV01021,NSE_ONLY,,,,,,,,,
DEVYANI,Devyani International Limited,EQ,16-AUG-2021,1.0,1.0,INE872J01023,1.0,INE872J01023,NSE_ONLY,,,,,,,,,
DGCONTENT,Digicontent Limited,EQ,18-JUN-2019,2.0,1.0,INE03JI01017,2.0,INE03JI01017,NSE_ONLY,,,,,,,,,
DHARAN,DHARAN INFRA-EPC LIMITED,BZ,02-APR-2018,1.0,1.0,INE278R01034,1.0,INE278R01034,NSE_ONLY,,,,,,,,,
DHARMAJ,Dharmaj Crop Guard Limited,EQ,08-DEC-2022,10.0,1.0,INE00OQ01016,10.0,INE00OQ01016,NSE_ONLY,,,,,,,,,
DHRUV,Dhruv Consultancy Services Limited,EQ,25-NOV-2021,10.0,1.0,INE506Z01015,10.0,INE506Z01015,NSE_ONLY,,,,,,,,,
DIACABS,Diamond Power Infrastructure Limited,EQ,15-SEP-2023,1.0,1.0,INE989C01038,1.0,INE989C01038,NSE_ONLY,,,,,,,,,
DIAMINESQ,Diamines & Chemicals Limited,EQ,25-SEP-2023,10.0,1.0,INE591D01014,10.0,INE591D01014,NSE_ONLY,,,,,,,,,
DIFFNKG,Diffusion Engineers Limited,EQ,04-OCT-2024,10.0,1.0,INE184O01015,10.0,INE184O01015,NSE_ONLY,,,,,,,,,
DIGIDRIVE,Digidrive Distributors Limited,EQ,10-JAN-2024,10.0,1.0,INE0PSC01024,10.0,INE0PSC01024,NSE_ONLY,,,,,,,,,
DIGITIDE,Digitide Solutions Limited,EQ,11-JUN-2025,10.0,1.0,INE0U4701011,10.0,INE0U4701011,NSE_ONLY,,,,,,,,,
DIGJAMLMTD,Digjam Limited,EQ,18-OCT-2021,10.0,1.0,INE731U01028,10.0,INE731U01028,NSE_ONLY,,,,,,,,,
DIL,Debock Industries Limited,EQ,31-MAR-2022,10.0,1.0,INE411Y01011,10.0,INE411Y01011,NSE_ONLY,,,,,,,,,
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,14-MAR-2023,5.0,1.0,INE753U01022,5.0,INE753U01022,NSE_ONLY,,,,,,,,,
DIXON,Dixon Technologies (India) Limited,EQ,18-SEP-2017,2.0,1.0,INE935N01020,2.0,INE935N01020,NSE_ONLY,,,,,,,,,
DJML,DJ Mediaprint & Logistics Limited,EQ,05-DEC-2022,10.0,1.0,INE0B1K01014,10.0,INE0B1K01014,NSE_ONLY,,,,,,,,,
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-DEC-2021,10.0,1.0,INE505A01010,10.0,INE505A01010,NSE_ONLY,,,,,,,,,
DNAMEDIA,Diligent Media Corporation Limited,EQ,11-DEC-2017,1.0,1.0,INE016M01021,1.0,INE016M01021,NSE_ONLY,,,,,,,,,
DODLA,Dodla Dairy Limited,EQ,28-JUN-2021,10.0,1.0,INE021O01019,10.0,INE021O01019,NSE_ONLY,,,,,,,,,
DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2.0,1.0,INE325C01035,2.0,INE325C01035,NSE_ONLY,,,,,,,,,
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,EQ,21-AUG-2023,1.0,1.0,INE920A01037,1.0,INE920A01037,NSE_ONLY,,,,,,,,,
DOMS,DOMS Industries Limited,EQ,20-DEC-2023,10.0,1.0,INE321T01012,10.0,INE321T01012,NSE_ONLY,,,,,,,,,
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10.0,1.0,INE266Y01019,10.0,INE266Y01019,NSE_ONLY,,,,,,,,,
DPSCLTD,DPSC Limited,EQ,21-APR-2008,1.0,1.0,INE360C01024,1.0,INE360C01024,NSE_ONLY,,,,,,,,,
DPWIRES,D P Wires Limited,EQ,17-JAN-2020,10.0,1.0,INE864X01013,10.0,INE864X01013,NSE_ONLY,,,,,,,,,
DRCSYSTEMS,DRC Systems India Limited,EQ,10-MAR-2021,1.0,1.0,INE03RS01027,1.0,INE03RS01027,NSE_ONLY,,,,,,,,,
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-SEP-2022,2.0,1.0,INE0JS101016,2.0,INE0JS101016,NSE_ONLY,,,,,,,,,
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,1.0,1.0,INE089A01031,1.0,INE089A01031,NSE_ONLY,,,,,,,,,
DYCL,Dynamic Cables Limited,EQ,27-JUL-2022,10.0,1.0,INE600Y01019,10.0,INE600Y01019,NSE_ONLY,,,,,,,,,
E2E,E2E Networks Limited,EQ,12-APR-2022,10.0,1.0,INE255Z01019,10.0,INE255Z01019,NSE_ONLY,,,,,,,,,
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1.0,1.0,INE07O001026,1.0,INE07O001026,NSE_ONLY,,,,,,,,,
EBGNG,GNG Electronics Limited,EQ,30-JUL-2025,2.0,1.0,INE18JU01028,2.0,INE18JU01028,NSE_ONLY,,,,,,,,,
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,04-SEP-2024,2.0,1.0,INE06HJ01020,2.0,INE06HJ01020,NSE_ONLY,,,,,,,,,
EFCIL,EFC (I) Limited,EQ,20-AUG-2025,2.0,1.0,INE886D01026,2.0,INE886D01026,NSE_ONLY,,,,,,,,,
EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1.0,1.0,INE066A01021,1.0,INE066A01021,NSE_ONLY,,,,,,,,,
EIEL,Enviro Infra Engineers Limited,EQ,29-NOV-2024,10.0,1.0,INE0LLY01014,10.0,INE0LLY01014,NSE_ONLY,,,,,,,,,
EIFFL,Euro India Fresh Foods Limited,EQ,12-OCT-2021,10.0,1.0,INE546V01010,10.0,INE546V01010,NSE_ONLY,,,,,,,,,
ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2.0,1.0,INE668G01021,2.0,INE668G01021,NSE_ONLY,,,,,,,,,
ELECON,Elecon Engineering Company Limited,EQ,29-SEP-2006,1.0,1.0,INE205B01031,1.0,INE205B01031,NSE_ONLY,,,,,,,,,
ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-AUG-2011,1.0,1.0,INE819L01012,1.0,INE819L01012,NSE_ONLY,,,,,,,,,
ELIN,Elin Electronics Limited,EQ,30-DEC-2022,5.0,1.0,INE050401020,5.0,INE050401020,NSE_ONLY,,,,,,,,,
ELLEN,Ellenbarrie Industrial Gases Limited,EQ,01-JUL-2025,2.0,1.0,INE236E01022,2.0,INE236E01022,NSE_ONLY,,,,,,,,,
EMAMIPAP,Emami Paper Mills Limited,EQ,30-MAY-2019,2.0,1.0,INE830C01026,2.0,INE830C01026,NSE_ONLY,,,,,,,,,
EMCURE,Emcure Pharmaceuticals Limited,EQ,10-JUL-2024,10.0,1.0,INE168P01015,10.0,INE168P01015,NSE_ONLY,,,,,,,,,
EMIL,Electronics Mart India Limited,EQ,17-OCT-2022,10.0,1.0,INE02YR01019,10.0,INE02YR01019,NSE_ONLY,,,,,,,,,
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,18-NOV-2025,2.0,1.0,INE1C6T01020,2.0,INE1C6T01020,NSE_ONLY,,,,,,,,,
EMSLIMITED,EMS Limited,EQ,21-SEP-2023,10.0,1.0,INE0OV601013,10.0,INE0OV601013,NSE_ONLY,,,,,,,,,
EMUDHRA,eMudhra Limited,EQ,01-JUN-2022,5.0,1.0,INE01QM01018,5.0,INE01QM01018,NSE_ONLY,,,,,,,,,
ENRIN,Siemens Energy India Limited,EQ,19-JUN-2025,2.0,1.0,INE1NPP01017,2.0,INE1NPP01017,NSE_ONLY,,,,,,,,,
ENTERO,Entero Healthcare Solutions Limited,EQ,16-FEB-2024,10.0,1.0,INE010601016,10.0,INE010601016,NSE_ONLY,,,,,,,,,
EPACK,EPACK Durable Limited,EQ,30-JAN-2024,10.0,1.0,INE0G5901015,10.0,INE0G5901015,NSE_ONLY,,,,,,,,,
EPACKPEB,EPack Prefab Technologies Limited,EQ,01-OCT-2025,2.0,1.0,INE0MLS01022,2.0,INE0MLS01022,NSE_ONLY,,,,,,,,,
EPIGRAL,Epigral Limited,EQ,18-AUG-2021,10.0,1.0,INE071N01016,10.0,INE071N01016,NSE_ONLY,,,,,,,,,
EQUIPPP,Equippp Social Impact Technologies Limited,BE,19-MAY-2021,1.0,1.0,INE217G01035,1.0,INE217G01035,NSE_ONLY,,,,,,,,,
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10.0,1.0,INE063P01018,10.0,INE063P01018,NSE_ONLY,,,,,,,,,
ESAFSFB,ESAF Small Finance Bank Limited,EQ,10-NOV-2023,10.0,1.0,INE818W01011,10.0,INE818W01011,NSE_ONLY,,,,,,,,,
ESSENTIA,Integra Essentia Limited,EQ,20-AUG-2013,1.0,1.0,INE418N01035,1.0,INE418N01035,NSE_ONLY,,,,,,,,,
ETERNAL,ETERNAL LIMITED,EQ,23-JUL-2021,1.0,1.0,INE758T01015,1.0,INE758T01015,NSE_ONLY,,,,,,,,,
ETHOSLTD,Ethos Limited,EQ,30-MAY-2022,10.0,1.0,INE04TZ01018,10.0,INE04TZ01018,NSE_ONLY,,,,,,,,,
EUREKAFORB,Eureka Forbes Limited,EQ,11-SEP-2024,10.0,1.0,INE0KCE01017,10.0,INE0KCE01017,NSE_ONLY,,,,,,,,,
EUROBOND,Euro Panel Products Limited,EQ,01-AUG-2025,10.0,1.0,INE505V01016,10.0,INE505V01016,NSE_ONLY,,,,,,,,,
EUROPRATIK,Euro Pratik Sales Limited,EQ,23-SEP-2025,1.0,1.0,INE198501012,1.0,INE198501012,NSE_ONLY,,,,,,,,,
EXCEL,Excel Realty N Infra Limited,EQ,03-AUG-2009,1.0,1.0,INE688J01023,1.0,INE688J01023,NSE_ONLY,,,,,,,,,
EXCELSOFT,Excelsoft Technologies Limited,EQ,26-NOV-2025,10.0,1.0,INE606N01019,10.0,INE606N01019,NSE_ONLY,,,,,,,,,
EXICOM,Exicom Tele-Systems Limited,EQ,05-MAR-2024,10.0,1.0,INE777F01014,10.0,INE777F01014,NSE_ONLY,,,,,,,,,
EXXARO,Exxaro Tiles Limited,BE,16-AUG-2021,1.0,1.0,INE0GFE01026,1.0,INE0GFE01026,NSE_ONLY,,,,,,,,,
FABTECH,Fabtech Technologies Limited,EQ,07-OCT-2025,10.0,1.0,INE0HF201011,10.0,INE0HF201011,NSE_ONLY,,,,,,,,,
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-DEC-2020,10.0,1.0,INE0DNW01011,10.0,INE0DNW01011,NSE_ONLY,,,,,,,,,
FAZE3Q,Faze Three Limited,EQ,18-NOV-2022,10.0,1.0,INE963C01033,10.0,INE963C01033,NSE_ONLY,,,,,,,,,
FCL,Fineotex Chemical Limited,EQ,15-JAN-2015,1.0,1.0,INE045J01034,1.0,INE045J01034,NSE_ONLY,,,,,,,,,
FEDFINA,Fedbank Financial Services Limited,EQ,30-NOV-2023,10.0,1.0,INE007N01010,10.0,INE007N01010,NSE_ONLY,,,,,,,,,
FIBERWEB,Fiberweb (India) Limited,EQ,16-FEB-2022,10.0,1.0,INE296C01020,10.0,INE296C01020,NSE_ONLY,,,,,,,,,
FILATEX,Filatex India Limited,EQ,29-AUG-2011,1.0,1.0,INE816B01035,1.0,INE816B01035,NSE_ONLY,,,,,,,,,
FILATFASH,Filatex Fashions Limited,EQ,06-MAY-2024,1.0,1.0,INE185E01021,1.0,INE185E01021,NSE_ONLY,,,,,,,,,
FINEORG,Fine Organic Industries Limited,EQ,02-JUL-2018,5.0,1.0,INE686Y01026,5.0,INE686Y01026,NSE_ONLY,,,,,,,,,
FINOPB,Fino Payments Bank Limited,EQ,12-NOV-2021,10.0,1.0,INE02NC01014,10.0,INE02NC01014,NSE_ONLY,,,,,,,,,
FINPIPE,Finolex Industries Limited,EQ,08-FEB-1995,2.0,1.0,INE183A01024,2.0,INE183A01024,NSE_ONLY,,,,,,,,,
FIRSTCRY,Brainbees Solutions Limited,EQ,13-AUG-2024,2.0,1.0,INE02RE01045,2.0,INE02RE01045,NSE_ONLY,,,,,,,,,
FISCHER,Fischer Medical Ventures Limited,EQ,10-JUL-2025,1.0,1.0,INE771F01041,1.0,INE771F01041,NSE_ONLY,,,,,,,,,
FIVESTAR,Five-Star Business Finance Limited,EQ,21-NOV-2022,1.0,1.0,INE128S01021,1.0,INE128S01021,NSE_ONLY,,,,,,,,,
FLAIR,Flair Writing Industries Limited,EQ,01-DEC-2023,5.0,1.0,INE00Y201027,5.0,INE00Y201027,NSE_ONLY,,,,,,,,,
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1.0,1.0,INE09N301011,1.0,INE09N301011,NSE_ONLY,,,,,,,,,
FOCUS,Focus Lighting and Fixtures Limited,EQ,24-NOV-2021,2.0,1.0,INE593W01028,2.0,INE593W01028,NSE_ONLY,,,,,,,,,
FOODSIN,Foods & Inns Limited,EQ,16-NOV-2021,1.0,1.0,INE976E01023,1.0,INE976E01023,NSE_ONLY,,,,,,,,,
FUSION,Fusion Finance Limited,EQ,15-NOV-2022,10.0,1.0,INE139R01012,10.0,INE139R01012,NSE_ONLY,,,,,,,,,
GAEL,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1.0,1.0,INE036B01030,1.0,INE036B01030,NSE_ONLY,,,,,,,,,
GALAPREC,Gala Precision Engineering Limited,EQ,09-SEP-2024,10.0,1.0,INE0RE001014,10.0,INE0RE001014,NSE_ONLY,,,,,,,,,
GALAXYSURF,Galaxy Surfactants Limited,EQ,08-FEB-2018,10.0,1.0,INE600K01018,10.0,INE600K01018,NSE_ONLY,,,,,,,,,
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,30-NOV-2023,2.0,1.0,INE717W01049,2.0,INE717W01049,NSE_ONLY,,,,,,,,,
GANESHBE,Ganesh Benzoplast Limited,EQ,16-SEP-2021,1.0,1.0,INE388A01029,1.0,INE388A01029,NSE_ONLY,,,,,,,,,
GANESHCP,Ganesh Consumer Products Limited,EQ,29-SEP-2025,10.0,1.0,INE652V01016,10.0,INE652V01016,NSE_ONLY,,,,,,,,,
GANGAFORGE,Ganga Forging Limited,EQ,06-JUL-2021,1.0,1.0,INE691Z01023,1.0,INE691Z01023,NSE_ONLY,,,,,,,,,
GARUDA,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5.0,1.0,INE0JVO01026,5.0,INE0JVO01026,NSE_ONLY,,,,,,,,,
GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10.0,1.0,INE079J01017,10.0,INE079J01017,NSE_ONLY,,,,,,,,,
GAYAHWS,Gayatri Highways Limited,BE,28-JUN-2018,2.0,1.0,INE287Z01012,2.0,INE287Z01012,NSE_ONLY,,,,,,,,,
GCSL,Gretex Corporate Services Limited,BE,04-SEP-2025,10.0,1.0,INE199P01028,10.0,INE199P01028,NSE_ONLY,,,,,,,,,
GEEKAYWIRE,Geekay Wires Limited,EQ,06-MAR-2020,1.0,1.0,INE669X01032,1.0,INE669X01032,NSE_ONLY,,,,,,,,,
GEMAROMA,Gem Aromatics Limited,EQ,26-AUG-2025,2.0,1.0,INE06XZ01023,2.0,INE06XZ01023,NSE_ONLY,,,,,,,,,
GENCON,Generic Engineering Construction and Projects Limited,EQ,16-FEB-2021,5.0,1.0,INE854S01022,5.0,INE854S01022,NSE_ONLY,,,,,,,,,
GENSOL,Gensol Engineering Limited,BZ,03-JUL-2023,10.0,1.0,INE06H201014,10.0,INE06H201014,NSE_ONLY,,,,,,,,,
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-JUN-2023,2.0,1.0,INE0PA801013,2.0,INE0PA801013,NSE_ONLY,,,,,,,,,
GKENERGY,GK Energy Limited,EQ,26-SEP-2025,2.0,1.0,INE1AG301022,2.0,INE1AG301022,NSE_ONLY,,,,,,,,,
GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10.0,1.0,INE528A01020,10.0,INE528A01020,NSE_ONLY,,,,,,,,,
GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1.0,1.0,INE068V01023,1.0,INE068V01023,NSE_ONLY,,,,,,,,,
GLOBAL,Global Education Limited,BE,07-DEC-2020,2.0,1.0,INE291W01037,2.0,INE291W01037,NSE_ONLY,,,,,,,,,
GLOBALE,Globale Tessile Limited,EQ,27-AUG-2024,10.0,1.0,INE0URU01010,10.0,INE0URU01010,NSE_ONLY,,,,,,,,,
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,07-OCT-2020,2.0,1.0,INE581X01021,2.0,INE581X01021,NSE_ONLY,,,,,,,,,
GLOBECIVIL,Globe Civil Projects Limited,EQ,01-JUL-2025,10.0,1.0,INE0V3U01015,10.0,INE0V3U01015,NSE_ONLY,,,,,,,,,
GLOSTERLTD,Gloster Limited,EQ,26-APR-2024,10.0,1.0,INE350Z01018,10.0,INE350Z01018,NSE_ONLY,,,,,,,,,
GLOTTIS,Glottis Limited,EQ,07-OCT-2025,2.0,1.0,INE0TQE01026,2.0,INE0TQE01026,NSE_ONLY,,,,,,,,,
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2.0,1.0,INE541A01023,2.0,INE541A01023,NSE_ONLY,,,,,,,,,
GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5.0,1.0,INE0CU601026,5.0,INE0CU601026,NSE_ONLY,,,,,,,,,
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10.0,1.0,INE0BJS01011,10.0,INE0BJS01011,NSE_ONLY,,,,,,,,,
GODAVARIB,Godavari Biorefineries Limited,EQ,30-OCT-2024,10.0,1.0,INE497S01012,10.0,INE497S01012,NSE_ONLY,,,,,,,,,
GODIGIT,Go Digit General Insurance Limited,EQ,23-MAY-2024,10.0,1.0,INE03JT01014,10.0,INE03JT01014,NSE_ONLY,,,,,,,,,
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,1.0,1.0,INE314T01033,1.0,INE314T01033,NSE_ONLY,,,,,,,,,
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2.0,1.0,INE025B01025,2.0,INE025B01025,NSE_ONLY,,,,,,,,,
GOPAL,Gopal Snacks Limited,EQ,14-MAR-2024,1.0,1.0,INE0L9R01028,1.0,INE0L9R01028,NSE_ONLY,,,,,,,,,
GOYALALUM,Goyal Aluminiums Limited,EQ,04-NOV-2022,1.0,1.0,INE705X01026,1.0,INE705X01026,NSE_ONLY,,,,,,,,,
GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,1.0,1.0,INE177H01039,1.0,INE177H01039,NSE_ONLY,,,,,,,,,
GPTHEALTH,GPT Healthcare Limited,EQ,29-FEB-2024,10.0,1.0,INE486R01017,10.0,INE486R01017,NSE_ONLY,,,,,,,,,
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1.0,1.0,INE544R01021,1.0,INE544R01021,NSE_ONLY,,,,,,,,,
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1.0,1.0,INE08ZM01014,1.0,INE08ZM01014,NSE_ONLY,,,,,,,,,
GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5.0,1.0,INE201P01022,5.0,INE201P01022,NSE_ONLY,,,,,,,,,
GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2.0,1.0,INE192H01020,2.0,INE192H01020,NSE_ONLY,,,,,,,,,
GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10.0,1.0,INE646C01018,10.0,INE646C01018,NSE_ONLY,,,,,,,,,
