SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,LISTING_SOURCE
BAGFILMS,B.A.G Films and Media Limited,EQ,17-OCT-2003,2,1,INE116D01028,2,INE116D01028,532507,BAGFILMS,B.A.G.FILMS &amp; MEDIA LTD.,Active,T ,2.0,INE116D01028,Broadcasting &amp; Cable TV,Equity,BOTH
BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10,INE917I01010,532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10.0,INE917I01010,2/3 Wheelers,Equity,BOTH
BAJAJCON,Bajaj Consumer Care Limited,EQ,18-AUG-2010,1,1,INE933K01021,1,INE933K01021,533229,BAJAJCORP,BAJAJ CORP LTD.,Active,B ,1.0,INE933K01021,Personal Products,Equity,BOTH
BAJAJELEC,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2,INE193E01025,500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Active,A ,2.0,INE193E01025,Household Appliances,Equity,BOTH
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1,INE306A01021,500032,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Active,B ,1.0,INE306A01021,Sugar,Equity,BOTH
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10,INE118A01012,500490,BAJAJHLDNG,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,Active,A ,10.0,INE118A01012,Holding Companies,Equity,BOTH
BALAJITELE,Balaji Telefilms Limited,EQ,22-NOV-2000,2,1,INE794B01026,2,INE794B01026,532382,BALAJITELE,BALAJI TELEFILMS LTD.,Active,B ,2.0,INE794B01026,Broadcasting &amp; Cable TV,Equity,BOTH
BALAMINES,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2,INE050E01027,530999,BALAMINES,BALAJI AMINES LTD.-$,Active,B ,2.0,INE050E01027,Commodity Chemicals,Equity,BOTH
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10,INE875R01011,539251,BALKRISHNA,Balkrishna Paper Mills Ltd,Active,B ,10.0,INE875R01011,Containers &amp; Packaging,Equity,BOTH
BALKRISIND,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2,INE787D01026,502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2.0,INE787D01026,Auto Tyres &amp; Rubber Products,Equity,BOTH
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10,INE164A01016,523319,BALMLAWRIE,BALMER LAWRIE &amp; CO.LTD.,Active,B ,10.0,INE164A01016,Diversified,Equity,BOTH
BALPHARMA,Bal Pharma Limited,EQ,08-MAY-2006,10,1,INE083D01012,10,INE083D01012,524824,BALPHARMA,BAL PHARMA LTD.,Active,B ,10.0,INE083D01012,Pharmaceuticals,Equity,BOTH
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1,INE119A01028,500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,A ,1.0,INE119A01028,Sugar,Equity,BOTH
BALUFORGE,Balu Forge Industries Limited,EQ,29-APR-2024,10,1,INE011E01029,10,INE011E01029,531112,AMAZEENT,Amaze Entertech Ltd,Active,XT,10.0,INE011E01029,Industrial Machinery,Equity,BOTH
BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10,INE655B01011,526849,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10.0,INE655B01011,Other Apparels &amp; Accessories,Equity,BOTH
BANARISUG,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10,INE459A01010,500041,BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,B ,10.0,INE459A01010,Sugar,Equity,BOTH
BANCOINDIA,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2,INE213C01025,500039,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2.0,INE213C01025,Auto Parts &amp; Equipment,Equity,BOTH
BANG,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10,INE863I01016,532946,BANG,BANG OVERSEAS LTD.,Active,B ,10.0,INE863I01016,Other Apparels &amp; Accessories,Equity,BOTH
BANKBARODA,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2,INE028A01039,532134,BANKBARODA,BANK OF BARODA,Active,A ,2.0,INE028A01039,Banks,Equity,BOTH
BANKINDIA,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10,INE084A01016,532149,BANKINDIA,BANK OF INDIA,Active,A ,10.0,INE084A01016,Banks,Equity,BOTH
BASF,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10,INE373A01013,500042,BASF,BASF INDIA LTD.,Active,B ,10.0,INE373A01013,Specialty Chemicals,Equity,BOTH
BATAINDIA,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5,INE176A01028,500043,BATAINDIA,BATA INDIA LTD.,Active,A ,5.0,INE176A01028,Footwear,Equity,BOTH
BAYERCROP,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10,INE462A01022,506285,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A ,10.0,INE462A01022,Agrochemicals,Equity,BOTH
BBTC,Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2,INE050A01025,501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2.0,INE050A01025,Tea &amp; Coffee,Equity,BOTH
BCG,Brightcom Group Limited,EQ,08-MAY-2015,2,1,INE425B01027,2,INE425B01027,532368,LYCOS,Lycos Internet Limited,Active,B ,2.0,INE425B01027,IT Software Products,Equity,BOTH
BEARDSELL,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2,INE520H01022,539447,BEARDSELL,Beardsell Ltd,Active,B ,2.0,INE520H01022,Containers &amp; Packaging,Equity,BOTH
BEDMUTHA,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10,INE844K01012,533270,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B ,10.0,INE844K01012,Iron &amp; Steel Products,Equity,BOTH
BEL,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1,INE263A01024,500049,BEL,BHARAT ELECTRONICS LTD.,Active,A ,1.0,INE263A01024,Defence,Equity,BOTH
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-JUL-2025,10,1,INE344T01014,10,INE344T01014,539399,BELLACASA,Bella Casa Fashion &amp; Retail Ltd,Active,M ,10.0,INE344T01014,Textiles,Equity,BOTH
BEPL,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1,INE922A01025,500052,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,B ,1.0,INE922A01025,Specialty Chemicals,Equity,BOTH
BERGEPAINT,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1,INE463A01038,509480,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1.0,INE463A01038,Furniture-Furnishing-Paints,Equity,BOTH
BESTAGRO,Best Agrolife Limited,EQ,10-APR-2024,10,1,INE052T01013,10,INE052T01013,539660,SAHYOGMULT,Sahyog Multibase Ltd,Active,XT,10.0,INE052T01013,Other Financial Services,Equity,BOTH
BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5,INE878K01010,533303,BFINVEST,BF INVESTMENT LTD.,Active,B ,5.0,INE878K01010,Holding Companies,Equity,BOTH
BFUTILITIE,BF Utilities Limited,BZ,03-MAY-2007,5,1,INE243D01012,5,INE243D01012,532430,BFUTILITIE,BF UTILITIES LTD.-$,Active,A ,5.0,INE243D01012,Electric Utilities,Equity,BOTH
BGRENERGY,BGR Energy Systems Limited,BE,03-JAN-2008,10,1,INE661I01014,10,INE661I01014,532930,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B ,10.0,INE661I01014,Heavy Electrical Equipment,Equity,BOTH
BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5,INE354C01027,530803,BHAGIL,Bhageria Industries Ltd,Active,B ,5.0,INE354C01027,Commodity Chemicals,Equity,BOTH
BHAGYANGR,Bhagyanagar India Limited,BE,17-MAY-2017,2,1,INE458B01036,2,INE458B01036,512296,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,Active,B ,2.0,INE458B01036,Copper,Equity,BOTH
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1,INE474E01029,512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,Active,T ,1.0,INE474E01029,Other Apparels &amp; Accessories,Equity,BOTH
BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2,INE465A01025,500493,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.0,INE465A01025,Other Industrial Products,Equity,BOTH
BHARATGEAR,Bharat Gears Limited,BE,03-APR-1996,10,1,INE561C01019,10,INE561C01019,505688,BHARATGEAR,BHARAT GEARS LTD.,Active,B ,10.0,INE561C01019,Auto Parts &amp; Equipment,Equity,BOTH
BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10,INE838B01013,500050,BHARATRA,BHARAT RASAYAN LTD.,Delisted,T ,10.0,INE838B01013,,Equity,BOTH
BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10,INE838B01013,590021,BHARATRAS,BHARAT RASAYAN LTD.,Active,B ,10.0,INE838B01013,Agrochemicals,Equity,BOTH
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10,INE316L01019,539799,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B ,10.0,INE316L01019,Iron &amp; Steel Products,Equity,BOTH
BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5,INE397D01024,532454,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.0,INE397D01024,Telecom Services,Equity,BOTH
BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2,INE257A01026,500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A ,2.0,INE257A01026,Heavy Electrical Equipment,Equity,BOTH
BIL,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10,INE828A01016,526666,BIL,BHARTIYA INTERNATIONAL LTD.,Active,B ,10.0,INE828A01016,Other Apparels &amp; Accessories,Equity,BOTH
BILVYAPAR,BIL VYAPAR LIMITED,BE,27-SEP-2006,10,1,INE071A01013,10,INE071A01013,500059,BINANIIND,BINANI INDUSTRIES LTD.,Active,B ,10.0,INE071A01013,Holding Companies,Equity,BOTH
BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5,INE376G01013,532523,BIOCON,BIOCON LTD.,Active,A ,5.0,INE376G01013,Biotechnology,Equity,BOTH
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10,INE829A01014,524396,BIOFILCHEM,BIOFIL CHEMICALS &amp; PHARMACEUTICALS LTD.,Active,T ,10.0,INE829A01014,Pharmaceuticals,Equity,BOTH
BIRLACABLE,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10,INE800A01015,500060,BIRLACABLE,Birla Cable Ltd,Active,T ,10.0,INE800A01015,Other Elect.Equip./ Prod.,Equity,BOTH
BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10,INE340A01012,500335,BIRLACORPN,BIRLA CORPORATION LTD.,Active,B ,10.0,INE340A01012,Cement &amp; Cement Products,Equity,BOTH
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1,INE865C01022,532974,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1.0,INE865C01022,Other Financial Services,Equity,BOTH
BIRLANU,BirlaNu Limited,EQ,26-APR-1995,10,1,INE557A01011,10,INE557A01011,509675,HIL,HIL LTD.,Active,B ,10.0,INE557A01011,Cement &amp; Cement Products,Equity,BOTH
BLBLIMITED,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1,INE791A01024,532290,BLBLIMITED,BLB LTD.,Active,B ,1.0,INE791A01024,Other Financial Services,Equity,BOTH
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1,INE416D01022,506197,BLISSGVS,BLISS GVS PHARMA LTD.,Active,B ,1.0,INE416D01022,Pharmaceuticals,Equity,BOTH
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1,INE350H01032,532719,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,B ,1.0,INE350H01032,Realty,Equity,BOTH
BLS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1,INE153T01027,540073,BLS,BLS International Services Ltd,Active,B ,1.0,INE153T01027,Travel Support Services,Equity,BOTH
BLUECOAST,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10,INE472B01011,531495,BLUECOAST,BLUE COAST HOTELS LTD.,Active,B ,10.0,INE472B01011,Hotels,Equity,BOTH
BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10,INE233B01017,526612,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10.0,INE233B01017,Transportation - Logistics,Equity,BOTH
BLUESTARCO,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2,INE472A01039,500067,BLUESTARCO,BLUE STAR LTD.,Active,B ,2.0,INE472A01039,Consumer Electronics,Equity,BOTH
BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2,INE338D01028,524370,BODALCHEM,BODAL CHEMICALS LTD.,Active,B ,2.0,INE338D01028,Specialty Chemicals,Equity,BOTH
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2,INE032A01023,500020,BOMDYEING,BOMBAY DYEING &amp; MFG.CO.LTD.,Active,A ,2.0,INE032A01023,Textiles,Equity,BOTH
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-MAY-2018,1,1,INE666D01022,1,INE666D01022,502219,BOROSIL,BOROSIL GLASS WORKS LTD.,Active,B ,1.0,INE666D01022,Houseware,Equity,BOTH
BOSCHLTD,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10,INE323A01026,500530,BOSCHLTD,BOSCH LTD.,Active,A ,10.0,INE323A01026,Auto Parts &amp; Equipment,Equity,BOTH
BPCL,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10,INE029A01011,500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.0,INE029A01011,Refineries/ Petro-Products,Equity,BOTH
BPL,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10,INE110A01019,500074,BPL,BPL LTD.,Active,B ,10.0,INE110A01019,Consumer Electronics,Equity,BOTH
BRIGADE,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10,INE791I01019,532929,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,B ,10.0,INE791I01019,Realty,Equity,BOTH
BRNL,Bharat Road Network Limited,EQ,18-SEP-2017,10,1,INE727S01012,10,INE727S01012,540700,BRNL,Bharat Road Network Ltd,Active,B ,10.0,INE727S01012,Roads &amp; Highways,Equity,BOTH
BROOKS,Brooks Laboratories Limited,EQ,05-SEP-2011,10,1,INE650L01011,10,INE650L01011,533543,BROOKS,BROOKS LABORATORIES LTD.,Active,B ,10.0,INE650L01011,Pharmaceuticals,Equity,BOTH
BSL,BSL Limited,EQ,27-JUL-1995,10,1,INE594B01012,10,INE594B01012,514045,BSL,BSL LTD.,Active,B ,10.0,INE594B01012,Textiles,Equity,BOTH
BSOFT,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2,INE836A01035,532400,KPIT,KPIT Technologies Limited,Active,A ,2.0,INE836A01035,IT Consulting &amp; Software,Equity,BOTH
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10,INE295F01017,517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,Active,T ,10.0,INE295F01017,Household Appliances,Equity,BOTH
BVCL,Barak Valley Cements Limited,BE,23-NOV-2007,10,1,INE139I01011,10,INE139I01011,532916,BVCL,BARAK VALLEY CEMENTS LTD.,Active,T ,10.0,INE139I01011,Cement &amp; Cement Products,Equity,BOTH
BYKE,The Byke Hospitality Ltd,EQ,15-APR-2015,10,1,INE319B01014,10,INE319B01014,531373,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,B ,10.0,INE319B01014,Hotels,Equity,BOTH
CALSOFT,California Software Company Limited,EQ,28-JUN-2000,10,1,INE526B01014,10,INE526B01014,532386,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,Active,T ,10.0,INE526B01014,IT Software Products,Equity,BOTH
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-JAN-2015,1,1,INE052I01032,1,INE052I01032,532834,CAMLINFIN,CAMLIN FINE SCIENCES LTD.,Active,B ,1.0,INE052I01032,Specialty Chemicals,Equity,BOTH
CANFINHOME,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2,INE477A01020,511196,CANFINHOME,CAN FIN HOMES LTD.,Active,A ,2.0,INE477A01020,Housing Finance ,Equity,BOTH
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10,INE264T01014,540710,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10.0,INE264T01014,Realty,Equity,BOTH
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2,INE475E01026,524742,CAPPL,CAPLIN POINT LABORATORIES LTD.,Active,B ,2.0,INE475E01026,Pharmaceuticals,Equity,BOTH
CAPTRUST,Capital Trust Limited,EQ,16-JAN-2017,10,1,INE707C01018,10,INE707C01018,511505,CAPITALT,CAPITAL TRUST LTD.,Active,B ,10.0,INE707C01018,Finance (including NBFCs),Equity,BOTH
CARBORUNIV,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1,INE120A01034,513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1.0,INE120A01034,Other Industrial Products,Equity,BOTH
CARERATING,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10,INE752H01013,534804,CARERATING,CARE Ratings Ltd,Active,A ,10.0,INE752H01013,Other Financial Services,Equity,BOTH
CASTROLIND,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5,INE172A01027,500870,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5.0,INE172A01027,Oil Marketing &amp; Distribution,Equity,BOTH
CCCL,Consolidated Construction Consortium Limited,BE,15-OCT-2007,2,1,INE429I01024,2,INE429I01024,532902,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,Active,T ,2.0,INE429I01024,Realty,Equity,BOTH
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2,INE652F01027,526550,CCHHL,Country Club Hospitality &amp; Holidays Ltd,Active,B ,2.0,INE652F01027,Hotels,Equity,BOTH
CCL,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2,INE421D01022,519600,CCL,CCL PRODUCTS (INDIA) LTD.,Active,B ,2.0,INE421D01022,Tea &amp; Coffee,Equity,BOTH
CEATLTD,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10,INE482A01020,500878,CEATLTD,CEAT LTD.,Active,A ,10.0,INE482A01020,Auto Tyres &amp; Rubber Products,Equity,BOTH
CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10,INE185H01016,532695,CELEBRITY,CELEBRITY FASHIONS LTD.,Active,B ,10.0,INE185H01016,Other Apparels &amp; Accessories,Equity,BOTH
CEMPRO,Cemindia Projects Limited,EQ,10-FEB-1999,1,1,INE686A01026,1,INE686A01026,509496,ITDCEM,ITD CEMENTATION INDIA LTD.,Active,B ,1.0,INE686A01026,Construction &amp; Engineering,Equity,BOTH
CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10,INE485A01015,500280,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.0,INE485A01015,Textiles,Equity,BOTH
CENTEXT,Century Extrusions Limited,BE,20-JUL-2004,1,1,INE281A01026,1,INE281A01026,500083,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,B ,1.0,INE281A01026,Aluminium,Equity,BOTH
CENTRALBK,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10,INE483A01010,532885,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.0,INE483A01010,Banks,Equity,BOTH
CENTRUM,Centrum Capital Limited,EQ,04-APR-2018,1,1,INE660C01027,1,INE660C01027,501150,CENTRUM,CENTRUM CAPITAL LTD.,Active,B ,1.0,INE660C01027,Other Financial Services,Equity,BOTH
CENTUM,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10,INE320B01020,517544,CENTUM,CENTUM ELECTRONICS LTD.,Active,B ,10.0,INE320B01020,Misc.Commercial Services,Equity,BOTH
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1,INE348B01021,532548,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,B ,1.0,INE348B01021,Forest Products,Equity,BOTH
CERA,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5,INE739E01017,532443,CERA,CERA SANITARYWARE LTD.,Active,B ,5.0,INE739E01017,Furniture-Furnishing-Paints,Equity,BOTH
CEREBRAINT,Cerebra Integrated Technologies Limited,BZ,26-JUN-2013,10,1,INE345B01019,10,INE345B01019,532413,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Active,B ,10.0,INE345B01019,Computer Hardware,Equity,BOTH
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2,INE067A01029,500093,CGPOWER,CG Power and Industrial Solutions Ltd,Active,A ,2.0,INE067A01029,Heavy Electrical Equipment,Equity,BOTH
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10,INE085A01013,500085,CHAMBLFERT,CHAMBAL FERTILISERS &amp; CHEMICALS LTD.,Active,B ,10.0,INE085A01013,Fertilizers,Equity,BOTH
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10,INE178A01016,500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A ,10.0,INE178A01016,Refineries/ Petro-Products,Equity,BOTH
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1,INE149A01033,504973,TIFHL,TI Financial Holdings Ltd,Active,A ,1.0,INE149A01033,Auto Parts &amp; Equipment,Equity,BOTH
CIEINDIA,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,INE536H01010,532756,MAHINDCIE,Mahindra CIE Automotive Limited,Active,B ,10.0,INE536H01010,Other Industrial Products,Equity,BOTH
CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10,INE675C01017,534758,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,B ,10.0,INE675C01017,IT Consulting &amp; Software,Equity,BOTH
CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10,INE675C01017,590089,CIGNITI2,Cigniti Technologies  Ltd,Delisted,T ,10.0,INE675C01017,Internet Software &amp; Services,Equity,BOTH
CINELINE,Cineline India Limited,EQ,13-JUN-2012,5,1,INE704H01022,5,INE704H01022,532807,CINELINE,Cineline India Limited,Active,B ,5.0,INE704H01022,Specialty Retail,Equity,BOTH
CINEVISTA,Cinevista Limited,EQ,02-MAY-2000,2,1,INE039B01026,2,INE039B01026,532324,CINEVISTA,CINEVISTA LTD.,Active,T ,2.0,INE039B01026,Movies &amp; Entertainment,Equity,BOTH
CIPLA,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2,INE059A01026,500087,CIPLA,CIPLA LTD.,Active,A ,2.0,INE059A01026,Pharmaceuticals,Equity,BOTH
COALINDIA,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10,INE522F01014,533278,COALINDIA,COAL INDIA LTD.,Active,A ,10.0,INE522F01014,Coal,Equity,BOTH
COFFEEDAY,Coffee Day Enterprises Limited,BE,02-NOV-2015,10,1,INE335K01011,10,INE335K01011,539436,COFFEEDAY,Coffee Day Enterprises Ltd,Active,B ,10.0,INE335K01011,Restaurants,Equity,BOTH
COLPAL,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1,INE259A01022,500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.0,INE259A01022,Personal Products,Equity,BOTH
COMPINFO,Compuage Infocom Limited,BZ,07-JUL-2016,2,1,INE070C01037,2,INE070C01037,532456,COMPUAGE,COMPUAGE INFOCOM LTD.,Active,B ,2.0,INE070C01037,Storage Media &amp; Peripherals,Equity,BOTH
COMPUSOFT,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2,INE453B01029,532339,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,Active,B ,2.0,INE453B01029,IT Training Services,Equity,BOTH
COMSYN,Commercial Syn Bags Limited,BE,23-JAN-2024,10,1,INE073V01015,10,INE073V01015,539986,COMSYN,Commercial Syn Bags Ltd,Active,M ,10.0,INE073V01015,Containers &amp; Packaging,Equity,BOTH
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10,INE025A01027,500226,CONSOFIN,CONSOLIDATED FINVEST &amp; HOLDINGS LTD.,Delisted,B ,10.0,INE025A01027,,Equity,BOTH
CONTROLPR,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10,INE663B01015,522295,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10.0,INE663B01015,Containers &amp; Packaging,Equity,BOTH
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2,INE558D01021,531556,CORALFINAC,CORAL INDIA FINANCE &amp; HOUSING LTD.,Active,B ,2.0,INE558D01021,Housing Finance ,Equity,BOTH
CORDSCABLE,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10,INE792I01017,532941,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Active,T ,10.0,INE792I01017,Other Elect.Equip./ Prod.,Equity,BOTH
COROMANDEL,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1,INE169A01031,506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Active,A ,1.0,INE169A01031,Fertilizers,Equity,BOTH
